2019/2/24,J2,kagoshima,4,3,tokushima,1
2019/2/24,J2,tochigi,0,0,kanazawa,0.5
2019/2/24,J2,omiya,0,0,kofu,0.5
2019/2/24,J2,machida,1,0,tokyov,1
2019/2/24,J2,gifu,2,0,yamagata,1
2019/2/24,J2,kyoto,0,0,niigata,0.5
2019/2/24,J2,okayama,0,1,mito,0
2019/2/24,J2,nagasaki,1,0,yokohamafc,1
2019/2/24,J2,yamaguchi,1,2,kashiwa,0
2019/2/24,J2,ehime,0,0,chiba,0.5
2019/2/24,J2,ryukyu,3,1,fukuoka,1
2019/3/2,J2,yamaguchi,2,5,kofu,0
2019/3/2,J2,omiya,3,4,ryukyu,0
2019/3/2,J2,kyoto,2,1,kagoshima,1
2019/3/2,J2,kashiwa,1,0,machida,1
2019/3/2,J2,fukuoka,0,0,nagasaki,0.5
2019/3/3,J2,mito,3,0,tochigi,1
2019/3/3,J2,chiba,1,4,niigata,0
2019/3/3,J2,yokohamafc,0,2,yamagata,0
2019/3/3,J2,okayama,2,1,kanazawa,1
2019/3/3,J2,tokushima,1,0,gifu,1
2019/3/3,J2,ehime,1,0,tokyov,1
2019/3/9,J2,fukuoka,0,1,kyoto,0
2019/3/9,J2,tokyov,2,1,kanazawa,1
2019/3/9,J2,niigata,0,1,kashiwa,0
2019/3/9,J2,nagasaki,0,1,mito,0
2019/3/9,J2,kagoshima,0,1,kofu,0
2019/3/9,J2,gifu,2,1,okayama,1
2019/3/10,J2,tochigi,0,1,yokohamafc,0
2019/3/10,J2,chiba,2,5,yamaguchi,0
2019/3/10,J2,machida,0,3,yamagata,0
2019/3/10,J2,tokushima,0,1,omiya,0
2019/3/10,J2,ryukyu,2,0,ehime,1
2019/3/16,J2,tokyov,2,3,tochigi,0
2019/3/16,J2,yokohamafc,1,2,niigata,0
2019/3/16,J2,ryukyu,2,1,tokushima,1
2019/3/17,J2,yamagata,1,0,omiya,1
2019/3/17,J2,mito,1,1,chiba,0.5
2019/3/17,J2,kofu,2,0,nagasaki,1
2019/3/17,J2,kanazawa,6,1,machida,1
2019/3/17,J2,gifu,0,0,kagoshima,0.5
2019/3/17,J2,kyoto,0,1,kashiwa,0
2019/3/17,J2,okayama,2,1,fukuoka,1
2019/3/17,J2,ehime,2,1,yamaguchi,1
2019/3/23,J2,omiya,1,1,mito,0.5
2019/3/23,J2,yokohamafc,2,0,gifu,1
2019/3/23,J2,kofu,1,1,kanazawa,0.5
2019/3/23,J2,niigata,0,1,fukuoka,0
2019/3/23,J2,kashiwa,0,1,okayama,0
2019/3/23,J2,ehime,0,1,nagasaki,0
2019/3/24,J2,kagoshima,0,1,machida,0
2019/3/24,J2,yamagata,1,1,ryukyu,0.5
2019/3/24,J2,chiba,1,1,kyoto,0.5
2019/3/24,J2,tokushima,1,1,tokyov,0.5
2019/3/24,J2,yamaguchi,0,1,tochigi,0
2019/3/30,J2,fukuoka,0,1,chiba,0
2019/3/30,J2,tochigi,0,0,yamagata,0.5
2019/3/30,J2,tokyov,2,0,kashiwa,1
2019/3/30,J2,machida,1,0,ehime,1
2019/3/30,J2,kanazawa,1,0,yokohamafc,1
2019/3/30,J2,okayama,1,1,kofu,0.5
2019/3/30,J2,tokushima,1,0,niigata,1
2019/3/30,J2,nagasaki,0,1,omiya,0
2019/3/30,J2,mito,1,0,kagoshima,1
2019/3/30,J2,gifu,1,1,kyoto,0.5
2019/3/30,J2,ryukyu,2,2,yamaguchi,0.5
2019/4/3,J2,omiya,2,1,okayama,1
2019/4/3,J2,chiba,1,0,ryukyu,1
2019/4/3,J2,kashiwa,3,0,nagasaki,1
2019/4/3,J2,tokyov,0,0,mito,0.5
2019/4/3,J2,niigata,1,0,machida,1
2019/4/3,J2,kyoto,0,1,yamagata,0
2019/4/3,J2,yamaguchi,1,2,tokushima,0
2019/4/3,J2,ehime,1,2,yokohamafc,0
2019/4/3,J2,fukuoka,2,1,tochigi,1
2019/4/3,J2,kagoshima,0,3,kanazawa,0
2019/4/3,J2,kofu,2,0,gifu,1
2019/4/7,J2,okayama,3,3,niigata,0.5
2019/4/7,J2,ehime,2,0,gifu,1
2019/4/7,J2,kagoshima,0,2,omiya,0
2019/4/7,J2,yamagata,2,1,tokyov,1
2019/4/7,J2,mito,1,1,tokushima,0.5
2019/4/7,J2,tochigi,1,2,kyoto,0
2019/4/7,J2,yokohamafc,1,1,fukuoka,0.5
2019/4/7,J2,kanazawa,1,0,chiba,1
2019/4/7,J2,nagasaki,2,2,yamaguchi,0.5
2019/4/7,J2,machida,1,0,kofu,1
2019/4/7,J2,ryukyu,1,1,kashiwa,0.5
2019/4/13,J2,tokyov,1,1,ryukyu,0.5
2019/4/13,J2,niigata,2,2,yamagata,0.5
2019/4/13,J2,fukuoka,0,2,machida,0
2019/4/14,J2,omiya,2,1,yokohamafc,1
2019/4/14,J2,kofu,1,2,mito,0
2019/4/14,J2,gifu,0,4,nagasaki,0
2019/4/14,J2,kyoto,2,1,kanazawa,1
2019/4/14,J2,chiba,0,0,okayama,0.5
2019/4/14,J2,kashiwa,0,0,tochigi,0.5
2019/4/14,J2,yamaguchi,1,0,kagoshima,1
2019/4/14,J2,tokushima,1,1,ehime,0.5
2019/4/20,J2,tokyov,1,1,niigata,0.5
2019/4/20,J2,kofu,1,0,kyoto,1
2019/4/20,J2,tochigi,1,3,nagasaki,0
2019/4/20,J2,ehime,1,2,fukuoka,0
2019/4/20,J2,okayama,2,1,tokushima,1
2019/4/21,J2,kagoshima,1,0,ryukyu,1
2019/4/21,J2,yamagata,0,1,yamaguchi,0
2019/4/21,J2,yokohamafc,3,1,chiba,1
2019/4/21,J2,kanazawa,0,0,kashiwa,0.5
2019/4/21,J2,gifu,0,1,mito,0
2019/4/21,J2,machida,0,1,omiya,0
2019/4/27,J2,fukuoka,0,1,yamagata,0
2019/4/27,J2,nagasaki,0,0,kagoshima,0.5
2019/4/27,J2,ehime,1,1,kofu,0.5
2019/4/27,J2,ryukyu,1,1,machida,0.5
2019/4/28,J2,mito,0,0,niigata,0.5
2019/4/28,J2,tochigi,1,1,gifu,0.5
2019/4/28,J2,kyoto,0,0,tokushima,0.5
2019/4/28,J2,okayama,1,1,tokyov,0.5
2019/4/28,J2,chiba,0,0,omiya,0.5
2019/4/28,J2,kashiwa,0,0,yokohamafc,0.5
2019/4/28,J2,yamaguchi,0,2,kanazawa,0
2019/5/3,J2,kanazawa,1,1,fukuoka,0.5
2019/5/4,J2,kagoshima,2,1,kashiwa,1
2019/5/4,J2,omiya,2,1,ehime,1
2019/5/4,J2,niigata,2,0,yamaguchi,1
2019/5/5,J2,yokohamafc,1,3,kyoto,0
2019/5/5,J2,kofu,1,2,chiba,0
2019/5/5,J2,tokushima,3,2,tochigi,1
2019/5/5,J2,tokyov,2,1,nagasaki,1
2019/5/5,J2,machida,0,2,mito,0
2019/5/5,J2,yamagata,1,0,okayama,1
2019/5/5,J2,gifu,2,1,ryukyu,1
2019/5/11,J2,nagasaki,3,2,niigata,1
2019/5/11,J2,tokyov,3,2,fukuoka,1
2019/5/11,J2,yamaguchi,2,2,omiya,0.5
2019/5/11,J2,ryukyu,1,0,mito,1
2019/5/12,J2,yamagata,3,1,chiba,1
2019/5/12,J2,yokohamafc,1,1,machida,0.5
